"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Este caso de prueba cubre el flujo completo de Tarifario - Traslados:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","62159","test_tarifario_traslados","web.tarifario","Thu May 28 13:10:29 UTC 2026","failed","Thu May 28 13:11:31 UTC 2026","","traslados","",""
"
Este caso de prueba cubre el flujo End-to-End de un paquete Multidestino:
1. Búsqueda de 'Triángulo Argentino'.
2. Selección de fechas, pasajeros y distribución de habitaciones.
3. Personalización del itinerario (Quitar y Agregar servicios opcionales).
4. Cambio de idioma de un servicio y validación de recargo en el precio.
5. Carga de datos de vuelo, pasajeros y confirmación de la reserva.
6. Validación en tabla de reservas.
","37603","test_reserva_multidestino","web.multidestino","Thu May 28 13:13:31 UTC 2026","failed","Thu May 28 13:14:09 UTC 2026","","multidestino","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la cotización de un circuito (Oferta):
1. Login silencioso y navegación a la pestaña de Ofertas.
2. Ingreso de fecha dinámica (hoy + 7 días) y cierre del calendario.
3. Uso de los selectores para parámetros de viaje y habitación.
4. Validación de la estructura HTML.
5. Avance a la pantalla final y validación visual de la tabla de cotizaciones.
","7780","test_ofertas","web.inicio","Thu May 28 13:08:05 UTC 2026","failed","Thu May 28 13:08:13 UTC 2026","","ofertas","",""
"
Este caso de prueba cubre el flujo de Tarifario - Cruceros:
1. Login y navegación a Cruceros.
2. Búsqueda con destino Ushuaia.
3. Validación de ciclo de vida del botón Ver/Cerrar Tarifario.
4. Validación de la tabla de tarifas.
5. Validación de modales (Proveedores y Detalle).
","20562","test_tarifario_cruceros","web.tarifario","Thu May 28 13:12:18 UTC 2026","failed","Thu May 28 13:12:39 UTC 2026","","cruceros","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Excursiones:
1. Login y navegación a Excursiones.
2. Búsqueda con destino Cachi.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-grupos (si existen) y validación de la tabla.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del modal ""Ver Proveedores"".
7. Validación Independiente del modal ""Ver Detalle"".
8. Validación Independiente de Tooltips (Duración, Idiomas, Operatividad) al final del flujo.
","34483","test_tarifario","web.tarifario","Thu May 28 13:09:06 UTC 2026","failed","Thu May 28 13:09:40 UTC 2026","","excursiones","",""
"","25843","test_crear_orden_cobro","bo","Thu May 28 13:14:50 UTC 2026","passed","Thu May 28 13:15:16 UTC 2026","","crear_oc","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Cenashow:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","33292","test_tarifario_cenashow","web.tarifario","Thu May 28 13:11:38 UTC 2026","failed","Thu May 28 13:12:11 UTC 2026","","cenashow","",""
"
Este test valida el flujo de creación de un File a partir de un registro en el Inbox del BO:
1. Login administrativo.
2. Navegación a la Bandeja de Entrada (Inbox) de Reservas.
3. Selección del primer registro pendiente.
4. Asignación de País (Argentina) y Nombre de Grupo.
5. Guardado y validación de persistencia de datos.
6. Validación de carga de tablas de Destinos y Totales.
","9636","test_generar_file_desde_inbox","bo","Thu May 28 13:14:35 UTC 2026","passed","Thu May 28 13:14:45 UTC 2026","","generar_file","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la reserva de un hotel:
1. Búsqueda interactiva por destino (Bariloche) y selección en calendario.
2. Configuración compleja de pasajeros (adultos y menores con asignación de edad).
3. Aplicación de múltiples filtros laterales concurrentes (Zona, Tipo, Amenities).
4. Validación visual y funcional de la card del hotel y la vista de detalle interno.
5. Suma de habitaciones y confirmación final de la reserva validando el alert de éxito.
","16892","test_reserva_hotel_flujo_completo","web.inicio","Thu May 28 13:07:16 UTC 2026","failed","Thu May 28 13:07:33 UTC 2026","","hoteles","",""
"
Este caso de prueba valida el acceso principal al BackOffice (BO).
Es un flujo BLOQUEANTE ya que el resto de las pruebas E2E del BO dependen de una sesión válida.
1. Navegación a preprod.bo.amv.travel/login.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Click en ingresar.
4. Validación de ingreso exitoso comprobando que la URL cambie a /main.
","6464","test_login_bo_admin","bo","Thu May 28 13:14:09 UTC 2026","passed","Thu May 28 13:14:16 UTC 2026","","bo_login_admin","",""
"
Este test valida la navegación y la estructura de la tabla de reservas en el BO:
1. Login administrativo.
2. Navegación mediante el menú lateral 'Reservas'.
3. Acceso a la Bandeja de Entrada (Inbox).
4. Validación estructural de los contenedores de la tabla.
","4510","test_validar_tabla_reservas_inbox","bo","Thu May 28 13:14:45 UTC 2026","passed","Thu May 28 13:14:50 UTC 2026","","reservas","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Paquetes:
1. Login y navegación a la solapa Paquetes.
2. Búsqueda con destino Buenos Aires.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del botón de Descarga de archivo (y existencia del archivo en la carpeta de descargas).
7. Validación Independiente del modal ""Ver Detalle"".
","39101","test_tarifario_hoteles","web.tarifario","Thu May 28 13:08:20 UTC 2026","broken","Thu May 28 13:08:59 UTC 2026","","paquetes","",""
"","38586","test_tarifario_ofertas","web.tarifario","Thu May 28 13:12:46 UTC 2026","broken","Thu May 28 13:13:24 UTC 2026","","t_ofertas","",""
